Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
780,90,6,78.0,10530,2,,1,1,1,1,1,12,3,3,3.0,7,6,5,1977,1977,2,2,11,8,2.0,90.0,3,3,2,2.0,3.0,1.0,1.0,975,6.0,0,0,975,2,3,1,1.0,1004,0,0,1004,1,0,1,0,2,1,3,4,1,0,,2.0,1977.0,3.0,2,504,3.0,3.0,1,0,0,0,0,0,0,,,,0,5,2006,1,1,135000
781,20,6,63.0,7875,2,,1,1,1,1,1,9,3,3,1.0,1,7,5,1995,1996,2,2,7,7,2.0,38.0,3,3,3,2.0,2.0,4.0,6.0,0,6.0,0,1237,1237,2,2,1,1.0,1253,0,0,1253,0,0,2,0,3,1,3,6,1,1,3.0,2.0,1995.0,1.0,2,402,3.0,3.0,1,220,21,0,0,0,0,,,,0,6,2007,1,1,176000
782,60,6,65.0,7153,2,,1,1,1,1,1,21,3,3,1.0,4,6,5,1992,1992,2,2,15,15,4.0,0.0,2,2,3,2.0,3.0,4.0,2.0,387,6.0,0,374,761,2,1,1,1.0,810,793,0,1603,0,0,2,1,3,1,2,7,1,0,,2.0,1992.0,2.0,2,484,3.0,3.0,1,0,124,0,0,0,0,,,,0,7,2006,1,1,175900
783,20,6,67.0,16285,2,,3,1,1,1,1,6,3,3,1.0,1,7,5,2001,2002,2,2,15,15,4.0,0.0,2,3,3,2.0,3.0,4.0,6.0,0,6.0,0,1413,1413,2,1,1,1.0,1430,0,0,1430,0,0,2,0,3,1,2,6,1,0,,2.0,2001.0,2.0,2,605,3.0,3.0,1,0,33,0,0,0,0,,,,0,6,2009,1,1,187100
784,85,6,,9101,2,,2,1,1,2,1,12,3,3,1.0,7,5,6,1978,1978,2,2,11,11,2.0,104.0,3,2,3,2.0,3.0,2.0,1.0,1097,6.0,0,0,1097,2,1,1,1.0,1110,0,0,1110,1,0,1,0,1,1,2,4,1,1,3.0,2.0,1978.0,1.0,2,602,3.0,3.0,1,303,30,0,0,0,0,,,,0,7,2009,1,1,165500
785,75,8,35.0,6300,2,1.0,1,1,1,1,1,18,3,3,1.0,6,6,6,1914,2001,2,2,16,17,4.0,0.0,3,3,2,3.0,3.0,4.0,6.0,0,6.0,0,742,742,2,1,1,1.0,742,742,0,1484,0,0,2,0,3,1,3,9,1,1,2.0,,,,0,0,,,1,0,291,134,0,0,0,,,,0,6,2008,1,1,128000
786,20,6,,9790,2,,1,1,1,1,1,17,2,3,1.0,1,6,5,1967,1967,2,2,4,16,4.0,0.0,3,3,2,3.0,3.0,4.0,4.0,251,5.0,630,491,1372,2,3,1,1.0,1342,0,0,1342,0,0,2,0,3,1,3,7,1,1,2.0,2.0,1967.0,3.0,2,457,3.0,3.0,1,0,0,0,0,197,0,,,,0,9,2009,1,1,161500
787,50,8,60.0,10800,2,,1,1,1,1,1,18,1,3,1.0,2,5,6,1915,1950,2,2,9,9,4.0,0.0,3,2,3,4.0,3.0,4.0,5.0,686,6.0,0,0,686,2,3,1,1.0,966,686,0,1652,1,0,2,0,4,1,3,7,1,0,,6.0,1961.0,3.0,1,416,3.0,3.0,1,0,0,196,0,0,0,,,4.0,1200,6,2010,1,1,139000
788,60,6,76.0,10142,2,,2,1,1,1,1,21,3,3,1.0,4,7,5,2004,2004,2,2,15,15,4.0,0.0,2,3,3,2.0,3.0,4.0,1.0,656,6.0,0,300,956,2,1,1,1.0,956,1128,0,2084,1,0,2,1,4,1,2,8,1,0,,4.0,2004.0,2.0,2,618,3.0,3.0,1,0,45,0,0,0,0,,,,0,1,2010,1,1,233000
789,20,8,50.0,6000,2,,1,1,1,2,1,18,3,3,1.0,1,4,7,1954,2000,2,2,9,9,4.0,0.0,3,3,2,3.0,3.0,4.0,6.0,0,6.0,0,901,901,2,1,1,1.0,901,0,0,901,0,0,1,0,2,1,3,4,1,0,,6.0,1954.0,3.0,1,281,4.0,3.0,1,0,0,0,0,0,0,,,,0,8,2008,1,1,107900
790,60,6,,12205,2,,2,4,1,1,1,5,3,3,1.0,4,6,8,1966,2007,2,2,7,7,2.0,157.0,3,3,2,3.0,4.0,1.0,5.0,568,6.0,0,264,832,2,2,1,1.0,976,1111,0,2087,0,0,2,1,5,1,2,9,1,0,,2.0,1966.0,1.0,2,444,3.0,3.0,1,133,168,0,0,0,0,,,,0,7,2007,1,1,187500
791,120,6,43.0,3182,2,,1,1,1,1,1,1,3,3,4.0,1,7,5,2005,2006,2,2,15,15,2.0,11.0,2,3,3,2.0,3.0,4.0,1.0,16,6.0,0,1129,1145,2,1,1,1.0,1145,0,0,1145,0,0,2,0,2,1,2,5,1,1,2.0,2.0,2005.0,1.0,2,397,3.0,3.0,1,100,16,0,0,0,0,,,,0,9,2009,1,1,160200
792,80,6,,11333,2,,2,1,1,2,1,12,3,3,1.0,8,6,5,1976,1976,2,2,7,7,4.0,0.0,3,3,3,2.0,3.0,2.0,2.0,539,6.0,0,490,1029,2,3,1,1.0,1062,0,0,1062,1,0,1,0,3,1,3,5,1,2,3.0,2.0,1976.0,2.0,2,539,3.0,3.0,1,120,0,0,0,0,0,,,,0,5,2007,1,1,146800
793,60,6,92.0,9920,2,,2,1,1,3,1,14,3,3,1.0,4,7,5,1996,1997,2,2,9,9,4.0,0.0,2,3,3,2.0,3.0,2.0,1.0,862,6.0,0,255,1117,2,1,1,1.0,1127,886,0,2013,1,0,2,1,3,1,3,8,1,1,3.0,2.0,1997.0,3.0,2,455,3.0,3.0,1,180,130,0,0,0,0,,,,0,6,2007,1,1,269790
794,20,6,76.0,9158,2,,1,1,1,1,1,22,3,3,1.0,1,8,5,2007,2007,2,2,6,6,5.0,140.0,2,3,3,2.0,3.0,2.0,6.0,0,6.0,0,1496,1496,2,1,1,1.0,1496,0,0,1496,0,0,2,0,3,1,2,7,1,0,,2.0,2007.0,1.0,2,474,3.0,3.0,1,168,130,0,0,0,0,,,,0,6,2007,4,6,225000
795,60,6,,10832,2,,2,1,1,2,1,9,3,3,1.0,4,7,5,1994,1996,2,2,9,9,4.0,0.0,2,3,3,2.0,3.0,4.0,6.0,0,6.0,0,712,712,2,1,1,1.0,1086,809,0,1895,0,0,2,1,3,1,2,7,1,1,3.0,2.0,1994.0,1.0,2,409,3.0,3.0,1,143,46,0,0,0,0,,,4.0,500,10,2008,1,1,194500
796,60,6,70.0,8400,2,,1,1,1,1,1,21,3,3,1.0,4,6,6,1980,1981,2,2,7,7,2.0,130.0,3,3,2,2.0,3.0,4.0,6.0,0,6.0,0,650,650,2,3,1,1.0,888,676,0,1564,0,0,2,1,3,1,3,7,1,1,3.0,2.0,1980.0,3.0,2,476,3.0,3.0,1,0,50,0,0,204,0,,2.0,,0,4,2010,1,1,171000
797,20,6,71.0,8197,2,,1,1,1,1,1,20,3,3,1.0,1,6,5,1977,1977,2,2,11,11,2.0,148.0,3,3,2,3.0,3.0,4.0,6.0,0,6.0,0,660,660,2,1,1,1.0,1285,0,0,1285,0,0,1,1,3,1,3,7,1,1,3.0,2.0,1977.0,2.0,2,528,3.0,3.0,1,138,0,0,0,0,0,,2.0,,0,4,2007,1,1,143500
798,20,6,57.0,7677,2,,1,1,1,1,1,13,3,3,1.0,1,5,5,1953,1953,2,2,15,15,4.0,0.0,3,3,2,3.0,3.0,4.0,3.0,570,6.0,0,203,773,2,2,1,1.0,773,0,0,773,0,0,1,0,2,1,3,4,1,0,,2.0,1953.0,3.0,1,240,3.0,3.0,1,0,0,0,0,0,0,,,,0,4,2008,1,2,110000
799,60,6,104.0,13518,2,,1,1,1,1,1,16,3,3,1.0,4,9,5,2008,2009,4,2,15,15,5.0,860.0,1,3,3,1.0,3.0,4.0,6.0,0,6.0,0,1926,1926,2,1,1,1.0,1966,1174,0,3140,0,0,3,1,4,1,1,11,1,2,2.0,4.0,2009.0,1.0,3,820,3.0,3.0,1,144,78,0,0,0,0,,,,0,7,2009,4,6,485000
800,50,6,60.0,7200,2,,1,1,1,2,1,19,2,3,1.0,2,5,7,1937,1950,2,2,16,16,2.0,252.0,3,3,1,2.0,3.0,4.0,2.0,569,6.0,0,162,731,2,1,1,1.0,981,787,0,1768,1,0,1,1,3,1,2,7,1,2,3.0,6.0,1939.0,3.0,1,240,3.0,3.0,1,0,0,264,0,0,0,,2.0,,0,6,2007,1,1,175000
801,60,6,79.0,12798,2,,2,3,1,1,2,5,2,3,1.0,4,6,5,1997,1997,2,2,15,15,4.0,0.0,3,3,3,2.0,3.0,1.0,1.0,462,6.0,0,154,616,2,2,1,1.0,616,1072,0,1688,1,0,2,1,4,1,2,8,1,0,,2.0,1997.0,2.0,2,603,3.0,3.0,1,403,114,185,0,0,0,,,4.0,400,5,2008,1,1,200000
802,30,8,40.0,4800,2,,1,1,1,1,1,10,3,3,1.0,1,4,7,1916,1990,2,2,9,9,4.0,0.0,3,3,2,3.0,3.0,4.0,5.0,197,6.0,0,999,1196,2,1,1,2.0,1196,0,0,1196,1,0,1,0,2,1,3,5,1,0,,6.0,1957.0,3.0,2,440,3.0,3.0,1,0,0,0,0,0,0,,,,0,7,2007,1,1,109900
803,60,6,63.0,8199,2,,1,1,1,1,1,6,3,3,1.0,4,7,5,2005,2005,2,2,17,17,4.0,0.0,2,3,3,2.0,3.0,2.0,1.0,648,6.0,0,80,728,2,1,1,1.0,728,728,0,1456,1,0,2,1,3,1,2,7,1,1,2.0,2.0,2005.0,1.0,2,410,3.0,3.0,1,36,18,0,0,0,0,,,,0,10,2008,1,1,189000
804,60,6,107.0,13891,2,,1,1,1,1,1,16,3,3,1.0,4,9,5,2008,2009,4,2,15,15,5.0,424.0,1,3,3,1.0,3.0,1.0,6.0,0,6.0,0,1734,1734,2,1,1,1.0,1734,1088,0,2822,0,0,3,1,4,1,1,12,1,1,2.0,4.0,2009.0,2.0,3,1020,3.0,3.0,1,52,170,0,0,192,0,,,,0,1,2009,4,6,582933
805,20,6,75.0,9000,2,,1,1,1,1,1,13,3,3,1.0,1,5,5,1954,1954,2,2,16,16,4.0,0.0,3,3,2,3.0,3.0,4.0,5.0,812,6.0,0,124,936,2,3,1,1.0,1128,0,0,1128,0,0,1,0,2,1,3,5,2,0,,2.0,1954.0,3.0,1,286,3.0,3.0,1,0,0,0,0,0,0,,3.0,,0,6,2006,1,5,118000
806,20,6,91.0,12274,2,,2,1,1,4,1,22,3,3,1.0,1,7,5,2008,2008,2,2,15,15,5.0,256.0,2,3,3,2.0,3.0,4.0,6.0,0,6.0,0,1417,1417,2,1,1,1.0,1428,0,0,1428,0,0,2,0,3,1,1,6,1,0,,2.0,2008.0,2.0,2,554,3.0,3.0,1,0,60,0,0,0,0,,,,0,7,2008,4,6,227680
807,80,6,75.0,9750,2,,1,1,1,1,1,13,3,3,1.0,8,5,5,1967,1967,2,2,15,15,4.0,0.0,3,3,3,3.0,3.0,2.0,2.0,400,4.0,480,100,980,2,2,1,1.0,980,0,0,980,0,0,2,0,3,1,3,6,1,0,,2.0,1967.0,1.0,1,384,3.0,3.0,1,68,0,0,0,0,0,,,,0,10,2006,1,1,135500
808,70,6,144.0,21384,2,,1,1,1,1,1,4,3,3,1.0,4,5,6,1923,2004,2,2,16,16,4.0,0.0,3,3,2,3.0,3.0,1.0,1.0,1309,6.0,0,15,1324,2,1,1,1.0,1072,504,0,1576,2,0,1,1,3,1,2,6,1,1,3.0,2.0,1923.0,2.0,2,528,3.0,3.0,1,0,312,0,0,0,0,,,,0,5,2009,1,1,223500
809,80,6,85.0,13400,2,,1,1,1,1,1,13,3,3,1.0,8,5,5,1966,1966,2,2,15,15,2.0,1047.0,3,3,2,3.0,3.0,2.0,2.0,516,3.0,128,380,1024,2,3,1,1.0,1086,0,0,1086,1,0,1,0,3,1,3,6,1,1,2.0,2.0,1966.0,2.0,2,484,3.0,3.0,1,0,0,0,0,0,0,,3.0,,0,6,2006,1,1,159950
810,75,8,90.0,8100,2,,1,1,1,2,1,18,3,3,1.0,6,5,5,1898,1965,4,2,1,1,4.0,0.0,3,3,3,3.0,3.0,4.0,6.0,0,6.0,0,849,849,2,3,0,2.0,1075,1063,0,2138,0,0,2,0,2,3,3,11,1,0,,6.0,1910.0,3.0,2,360,4.0,5.0,3,40,156,0,0,0,0,,2.0,,0,11,2009,1,1,106000
811,20,6,78.0,10140,2,,1,1,1,1,1,17,3,3,1.0,1,6,6,1974,1999,4,2,7,7,2.0,99.0,3,3,2,3.0,3.0,4.0,2.0,663,5.0,377,0,1040,2,4,1,1.0,1309,0,0,1309,1,0,1,1,3,1,2,5,1,1,4.0,2.0,1974.0,2.0,2,484,3.0,3.0,1,265,0,0,0,0,648,4.0,1.0,,0,1,2006,1,1,181000
812,120,8,,4438,2,,1,1,1,1,1,6,3,3,4.0,1,6,5,2004,2004,2,2,15,15,2.0,169.0,2,3,3,2.0,3.0,1.0,1.0,662,6.0,0,186,848,2,1,1,1.0,848,0,0,848,1,0,1,0,1,1,2,4,1,1,2.0,2.0,2004.0,1.0,2,420,3.0,3.0,1,140,0,0,0,0,0,,,,0,6,2008,9,1,144500
813,20,2,66.0,8712,1,,1,2,1,1,2,10,3,3,1.0,1,5,5,1952,1952,4,2,16,16,4.0,0.0,4,3,2,3.0,3.0,2.0,6.0,0,6.0,0,540,540,2,3,0,2.0,1044,0,0,1044,0,0,1,0,2,1,4,4,1,0,,3.0,1952.0,3.0,2,504,3.0,3.0,3,0,0,0,0,0,0,,,4.0,54,6,2010,1,4,55993
814,20,6,75.0,9750,2,,1,1,1,1,1,13,3,3,1.0,1,6,6,1958,1958,2,2,9,9,2.0,243.0,3,3,2,3.0,3.0,4.0,4.0,608,6.0,0,834,1442,2,2,1,1.0,1442,0,0,1442,0,0,1,1,4,1,3,7,1,0,,2.0,1958.0,2.0,1,301,3.0,3.0,1,0,0,275,0,0,0,,,4.0,500,4,2007,5,1,157900
815,50,6,45.0,8248,2,1.0,1,1,1,1,1,8,3,3,1.0,2,5,7,1918,1950,2,2,14,14,4.0,0.0,3,3,1,3.0,3.0,4.0,6.0,0,6.0,0,686,686,3,2,1,1.0,686,564,0,1250,0,1,1,1,3,1,4,7,1,0,,6.0,1955.0,3.0,1,280,3.0,3.0,2,207,0,96,0,0,0,,,,0,7,2006,1,1,116000
816,20,6,48.0,12137,2,,3,1,1,3,1,6,3,3,1.0,1,7,5,1998,1998,2,2,15,15,2.0,442.0,3,3,3,2.0,3.0,4.0,6.0,0,6.0,0,1649,1649,2,1,1,1.0,1661,0,0,1661,0,0,2,0,3,1,2,6,1,0,,2.0,1998.0,2.0,2,598,3.0,3.0,1,0,34,0,0,0,0,,,,0,5,2010,1,1,224900
817,20,6,,11425,2,,2,1,1,2,1,13,3,3,1.0,1,5,6,1954,1954,2,2,4,4,4.0,0.0,3,3,2,3.0,3.0,4.0,3.0,486,6.0,0,522,1008,2,2,1,1.0,1008,0,0,1008,0,0,1,0,2,1,3,4,1,1,2.0,2.0,1954.0,2.0,1,275,3.0,3.0,1,0,0,120,0,0,0,,,,0,7,2006,1,1,137000
818,20,6,,13265,2,,2,1,1,3,1,12,3,3,1.0,1,8,5,2002,2002,4,2,6,6,2.0,148.0,2,3,3,2.0,3.0,4.0,1.0,1218,6.0,0,350,1568,2,1,1,1.0,1689,0,0,1689,1,0,2,0,3,1,2,7,1,2,2.0,2.0,2002.0,2.0,3,857,3.0,3.0,1,150,59,0,0,0,0,,,,0,7,2008,1,1,271000
819,80,6,80.0,8816,2,,1,1,1,1,1,5,3,3,1.0,8,6,7,1971,1971,2,2,7,7,2.0,80.0,3,3,2,3.0,3.0,2.0,1.0,504,6.0,0,506,1010,2,2,1,1.0,1052,0,0,1052,1,0,1,0,3,1,3,6,1,0,,2.0,1971.0,3.0,2,440,3.0,3.0,1,0,0,0,0,0,0,,2.0,,0,6,2010,1,1,155000
820,120,6,44.0,6371,2,,2,1,1,1,1,16,3,3,4.0,1,7,5,2009,2010,2,2,15,15,5.0,128.0,2,3,3,2.0,3.0,3.0,1.0,733,6.0,0,625,1358,2,1,1,1.0,1358,0,0,1358,1,0,2,0,2,1,2,6,1,1,2.0,2.0,2010.0,2.0,2,484,3.0,3.0,1,192,35,0,0,0,0,,,,0,6,2010,4,6,224000
821,60,6,72.0,7226,2,,2,1,1,3,1,6,3,3,1.0,4,7,5,2003,2003,2,2,15,15,4.0,0.0,2,3,3,2.0,3.0,4.0,6.0,0,6.0,0,798,798,2,1,1,1.0,798,842,0,1640,0,0,2,1,3,1,2,6,1,0,,2.0,2003.0,2.0,2,595,3.0,3.0,1,0,45,0,0,0,0,,,,0,6,2008,1,1,183000
822,20,8,60.0,6000,2,2.0,1,2,1,1,2,18,3,3,2.0,1,4,4,1953,1953,2,2,9,9,4.0,0.0,4,3,2,4.0,3.0,4.0,6.0,0,6.0,0,936,936,2,3,0,1.0,936,0,0,936,0,0,1,0,2,1,3,4,3,0,,6.0,1974.0,3.0,2,576,3.0,3.0,1,0,32,112,0,0,0,,,,0,2,2009,1,1,93000
823,60,6,,12394,2,,2,1,1,2,1,9,3,3,1.0,4,7,5,2003,2003,2,2,15,15,4.0,0.0,2,3,3,2.0,3.0,1.0,6.0,0,6.0,0,847,847,2,1,1,1.0,847,886,0,1733,0,0,2,1,3,1,2,7,1,1,2.0,4.0,2003.0,1.0,2,433,3.0,3.0,1,100,48,0,0,0,0,,,,0,10,2007,1,5,225000
824,50,6,60.0,9900,2,,1,1,1,1,1,19,3,3,1.0,2,6,7,1940,1950,2,2,15,15,4.0,0.0,3,3,1,3.0,3.0,4.0,6.0,0,6.0,0,778,778,2,3,1,1.0,944,545,0,1489,0,0,2,0,3,1,3,7,1,1,2.0,6.0,1940.0,3.0,1,240,3.0,3.0,1,335,0,0,0,0,0,,3.0,,0,7,2009,1,1,139500
825,20,3,81.0,11216,2,,1,1,1,1,1,22,3,3,1.0,1,8,5,2006,2006,2,2,15,15,4.0,0.0,2,3,3,2.0,2.0,4.0,6.0,0,6.0,0,1489,1489,2,1,1,1.0,1489,0,0,1489,0,0,2,0,3,1,2,7,1,1,2.0,2.0,2006.0,2.0,2,776,3.0,3.0,1,0,140,0,0,0,0,,,,0,6,2006,4,6,232600
826,20,6,114.0,14803,2,,1,1,1,1,1,16,6,6,1.0,1,10,5,2007,2008,4,2,6,6,2.0,816.0,1,3,3,1.0,3.0,2.0,1.0,1636,6.0,0,442,2078,2,1,1,1.0,2084,0,0,2084,1,0,2,0,2,1,1,7,1,1,2.0,2.0,2007.0,1.0,3,1220,3.0,3.0,1,188,45,0,0,0,0,,,,0,6,2008,4,6,385000
827,45,8,50.0,6130,2,,1,1,1,1,1,4,3,3,1.0,3,5,6,1924,1950,2,2,9,9,4.0,0.0,3,3,1,3.0,3.0,4.0,2.0,784,6.0,0,0,784,2,2,1,1.0,784,0,0,784,1,0,1,0,2,1,2,5,1,0,,,,,0,0,,,1,0,0,116,0,0,0,,,,0,5,2008,1,1,109500
828,20,6,65.0,8529,2,,2,1,1,1,1,21,3,3,1.0,1,7,5,2001,2001,2,2,15,15,4.0,0.0,2,3,3,2.0,3.0,4.0,1.0,20,6.0,0,1434,1454,2,1,1,1.0,1434,0,0,1434,0,0,2,0,3,1,2,6,1,1,3.0,2.0,2001.0,2.0,2,527,3.0,3.0,1,290,39,0,0,0,0,,,,0,4,2009,1,1,189000
829,60,6,,28698,2,,3,4,1,3,3,5,3,3,1.0,4,5,5,1967,1967,1,6,11,11,4.0,0.0,3,3,3,3.0,2.0,1.0,5.0,249,2.0,764,0,1013,2,3,1,1.0,1160,966,0,2126,0,1,2,1,3,1,3,7,3,0,,2.0,1967.0,1.0,2,538,3.0,3.0,1,486,0,0,0,225,0,,,,0,6,2009,1,2,185000
830,160,3,24.0,2544,2,2.0,1,1,1,1,1,22,3,3,4.5,4,7,5,2005,2005,2,2,9,9,4.0,0.0,2,3,3,2.0,3.0,4.0,6.0,0,6.0,0,600,600,2,1,1,1.0,520,623,80,1223,0,0,2,1,2,1,2,4,1,0,,6.0,2005.0,2.0,2,480,3.0,3.0,1,0,166,0,0,0,0,,,,0,7,2006,1,1,147400
831,20,6,80.0,11900,2,,2,1,1,2,1,13,3,3,1.0,1,6,5,1957,1957,2,2,7,7,2.0,387.0,3,3,2,3.0,3.0,4.0,4.0,1040,6.0,0,352,1392,2,3,1,2.0,1392,0,0,1392,1,0,1,1,3,1,3,6,1,2,2.0,2.0,1957.0,2.0,2,458,3.0,3.0,1,0,0,0,0,192,0,,,,0,6,2008,1,1,166000
832,160,3,30.0,3180,2,2.0,1,1,1,1,1,22,3,3,4.0,4,7,5,2005,2005,2,2,9,9,4.0,0.0,3,3,3,2.0,3.0,4.0,6.0,0,6.0,0,600,600,2,1,1,1.0,520,600,80,1200,0,0,2,1,2,1,2,4,1,0,,6.0,2005.0,2.0,2,480,3.0,3.0,1,0,166,0,0,0,0,,,,0,6,2006,1,1,151000
833,60,6,44.0,9548,2,,2,1,1,3,1,6,3,3,1.0,4,7,6,2003,2003,2,2,15,15,2.0,223.0,2,3,3,2.0,3.0,4.0,1.0,483,6.0,0,458,941,2,1,1,1.0,941,888,0,1829,1,0,2,1,3,1,2,7,1,1,3.0,2.0,2003.0,2.0,2,613,3.0,3.0,1,192,39,0,0,0,0,,,,0,1,2010,1,1,237000
834,20,6,100.0,10004,2,,1,1,1,1,1,13,3,3,1.0,1,6,6,1964,1964,2,2,7,11,2.0,180.0,3,3,2,3.0,3.0,4.0,4.0,196,3.0,345,975,1516,2,3,1,1.0,1516,0,0,1516,0,0,1,1,3,1,3,6,1,0,,2.0,1964.0,2.0,2,472,3.0,3.0,1,0,0,0,0,152,0,,,,0,2,2009,1,1,167000
835,20,6,75.0,7875,2,,1,1,1,1,1,13,3,3,1.0,1,5,6,1961,1961,2,2,15,15,2.0,136.0,3,3,2,3.0,3.0,4.0,4.0,572,6.0,0,572,1144,2,2,1,1.0,1144,0,0,1144,1,0,1,0,3,1,3,6,1,0,,2.0,1961.0,3.0,2,456,3.0,3.0,1,0,0,0,0,0,0,,3.0,,0,9,2008,1,1,139950
836,20,6,60.0,9600,2,,1,1,1,1,1,20,3,3,1.0,1,4,7,1950,1995,2,2,15,7,4.0,0.0,3,3,2,2.0,3.0,4.0,3.0,442,6.0,0,625,1067,2,3,1,1.0,1067,0,0,1067,0,0,2,0,2,1,2,4,3,0,,2.0,1996.0,3.0,2,436,3.0,3.0,1,290,0,0,0,0,0,,,,0,2,2010,1,1,128000
837,30,8,90.0,8100,2,2.0,1,1,1,1,1,18,3,3,1.0,1,5,6,1948,1973,2,2,15,15,4.0,0.0,3,3,1,3.0,3.0,4.0,4.0,338,6.0,0,1221,1559,2,2,1,1.0,1559,0,0,1559,1,0,1,0,2,1,3,5,3,0,,6.0,1948.0,3.0,2,812,3.0,3.0,1,0,116,230,0,0,0,,3.0,,0,6,2007,5,1,153500
838,160,8,21.0,1680,2,,1,1,1,1,1,3,3,3,4.5,4,6,5,1973,1973,2,2,7,7,2.0,158.0,3,3,2,3.0,3.0,4.0,3.0,330,6.0,0,153,483,2,3,1,1.0,483,504,0,987,1,0,1,1,2,1,3,5,1,0,,6.0,1973.0,3.0,1,264,3.0,3.0,1,0,0,0,0,0,0,,,,0,11,2008,1,1,100000
839,20,6,75.0,9525,2,,1,1,1,1,1,6,3,3,1.0,1,5,6,1995,2006,2,2,15,15,4.0,0.0,3,3,3,2.0,3.0,4.0,6.0,0,6.0,0,1099,1099,2,1,1,1.0,1099,0,0,1099,0,0,1,1,3,1,2,6,1,0,,2.0,1999.0,3.0,1,352,3.0,3.0,1,278,0,0,0,0,0,,,,0,6,2008,1,1,144000
840,50,6,70.0,11767,2,,1,1,1,1,1,8,3,3,1.0,2,5,6,1946,1995,2,2,9,9,4.0,0.0,3,3,2,3.0,3.0,4.0,3.0,352,6.0,0,416,768,2,1,1,1.0,768,432,0,1200,0,0,1,0,3,1,3,6,1,0,,6.0,1946.0,3.0,1,240,3.0,3.0,1,0,0,0,0,0,0,,,,0,5,2008,1,1,130500
841,70,5,,12155,2,,2,1,1,1,1,19,3,3,1.0,4,6,8,1925,1950,2,2,16,16,4.0,0.0,3,3,1,3.0,3.0,4.0,3.0,156,6.0,0,516,672,2,3,0,1.0,810,672,0,1482,0,0,2,0,4,1,4,7,1,0,,6.0,1934.0,3.0,1,400,3.0,3.0,2,0,0,254,0,0,0,,,,0,3,2008,1,1,140000
842,70,8,60.0,10440,2,1.0,1,1,1,1,1,18,3,3,1.0,4,5,8,1904,2002,2,2,9,9,4.0,0.0,3,3,3,3.0,3.0,4.0,6.0,0,6.0,0,650,650,2,2,1,1.0,958,581,0,1539,0,0,2,0,3,1,2,8,1,1,5.0,6.0,1983.0,3.0,2,686,2.0,3.0,2,70,78,68,0,0,0,,,,0,6,2008,1,1,157500
843,80,6,82.0,9020,2,,1,1,1,1,1,13,3,3,1.0,8,6,7,1966,1966,2,2,7,7,2.0,183.0,3,3,2,3.0,3.0,1.0,4.0,312,2.0,539,276,1127,2,3,1,1.0,1165,0,0,1165,1,0,1,1,3,1,3,6,1,0,,2.0,1966.0,2.0,2,490,2.0,2.0,1,0,129,0,0,0,0,,1.0,,0,5,2008,1,1,174900
844,90,6,80.0,8000,2,,1,1,1,2,1,13,1,3,3.0,1,5,4,1961,1961,2,2,4,4,4.0,0.0,3,3,2,3.0,3.0,4.0,6.0,0,6.0,0,1800,1800,2,1,0,1.0,1800,0,0,1800,0,0,2,0,6,2,3,10,1,0,,,,,0,0,,,1,0,0,0,0,0,0,,,,0,7,2007,1,1,141000
845,50,8,100.0,12665,2,1.0,2,1,1,1,1,18,1,3,1.0,2,5,8,1915,1950,2,2,16,16,4.0,0.0,3,3,1,3.0,3.0,3.0,6.0,0,6.0,0,876,876,2,2,1,1.0,876,540,0,1416,0,0,1,1,4,1,3,7,1,1,2.0,6.0,1949.0,3.0,3,720,3.0,3.0,1,418,0,194,0,0,0,,,,0,6,2008,1,1,153900
846,85,6,,16647,2,,2,1,1,3,1,20,9,3,1.0,7,5,5,1975,1981,2,2,7,7,4.0,0.0,3,3,2,2.0,3.0,1.0,2.0,1390,6.0,0,0,1390,2,3,1,1.0,1701,0,0,1701,1,0,2,0,3,1,3,6,3,2,3.0,3.0,1975.0,1.0,2,611,3.0,3.0,1,0,0,0,0,0,0,,,,0,1,2007,1,1,171000
847,60,6,75.0,9317,2,,1,1,1,1,1,21,3,3,1.0,4,7,5,1993,1993,2,2,7,7,2.0,137.0,2,3,3,2.0,3.0,4.0,2.0,513,6.0,0,227,740,2,1,1,1.0,1006,769,0,1775,1,0,2,1,3,1,2,7,1,1,3.0,2.0,1993.0,3.0,2,425,3.0,3.0,1,234,72,192,0,0,0,,,,0,7,2009,1,1,213000
